min,max,count,mean,year,month,type,index,lat,long
23.0,33.0,90,27.455555555555556,0s_e,ev,2.1_,336,23.70098,71.72956
30.0,38.0,100,33.93,0s_e,ev,2.1_,337,23.70098,71.80919
34.0,47.0,90,40.93333333333333,0s_e,ev,2.1_,338,23.70098,71.88882
44.0,57.0,100,49.48,0s_e,ev,2.1_,339,23.70098,71.96844
50.0,66.0,100,57.65,0s_e,ev,2.1_,340,23.70098,72.04807
57.0,75.0,90,65.07777777777778,0s_e,ev,2.1_,341,23.70098,72.12769
64.0,83.0,100,72.77,0s_e,ev,2.1_,342,23.70098,72.20732
72.0,92.0,90,82.97777777777777,0s_e,ev,2.1_,343,23.70098,72.28694
84.0,105.0,100,93.98,0s_e,ev,2.1_,344,23.70098,72.36657
97.0,122.0,90,106.55555555555556,0s_e,ev,2.1_,345,23.70098,72.44619
106.0,135.0,100,120.19,0s_e,ev,2.1_,346,23.70098,72.52582
119.0,143.0,90,130.48888888888888,0s_e,ev,2.1_,347,23.70098,72.60544
129.0,153.0,100,141.17,0s_e,ev,2.1_,348,23.70098,72.68507
125.0,151.0,100,140.49,0s_e,ev,2.1_,349,23.70098,72.76469
115.0,151.0,90,137.7,0s_e,ev,2.1_,350,23.70098,72.84432
144.0,169.0,100,156.7,0s_e,ev,2.1_,351,23.70098,72.92394
151.0,243.0,90,179.11111111111111,0s_e,ev,2.1_,352,23.70098,73.00357
153.0,297.0,100,184.57,0s_e,ev,2.1_,353,23.70098,73.08319
163.0,297.0,90,203.61111111111111,0s_e,ev,2.1_,354,23.70098,73.16282
179.0,318.0,100,204.38,0s_e,ev,2.1_,355,23.70098,73.24244
175.0,295.0,90,201.07777777777778,0s_e,ev,2.1_,356,23.70098,73.32207
187.0,352.0,100,238.42,0s_e,ev,2.1_,357,23.70098,73.40169
207.0,359.0,100,269.92,0s_e,ev,2.1_,358,23.70098,73.48132
214.0,369.0,90,305.5,0s_e,ev,2.1_,359,23.70098,73.56094
30.0,97.0,81,61.24691358024691,0s_e,ev,2.1_,360,23.62038,68.70381
41.0,109.0,90,70.52222222222223,0s_e,ev,2.1_,361,23.62038,68.78344
71.0,156.0,90,110.6,0s_e,ev,2.1_,362,23.62038,68.94269
44.0,133.0,81,72.08641975308642,0s_e,ev,2.1_,363,23.62038,69.02231
13.0,105.0,90,47.955555555555556,0s_e,ev,2.1_,364,23.62038,69.10194
2.0,82.0,90,10.5,0s_e,ev,2.1_,365,23.62038,69.18156
1.0,4.0,81,2.617283950617284,0s_e,ev,2.1_,366,23.62038,70.29631
-1.0,22.0,90,4.288888888888889,0s_e,ev,2.1_,367,23.62038,70.37594
-1.0,38.0,81,13.469135802469136,0s_e,ev,2.1_,368,23.62038,70.45556
4.0,49.0,90,23.566666666666666,0s_e,ev,2.1_,369,23.62038,70.53519
18.0,54.0,90,32.766666666666666,0s_e,ev,2.1_,370,23.62038,70.61481
23.0,70.0,81,44.592592592592595,0s_e,ev,2.1_,371,23.62038,70.69444
29.0,68.0,90,46.077777777777776,0s_e,ev,2.1_,372,23.62038,70.77406
30.0,88.0,81,56.074074074074076,0s_e,ev,2.1_,373,23.62038,70.85369
13.0,65.0,90,31.133333333333333,0s_e,ev,2.1_,374,23.62038,70.93331
5.0,12.0,81,7.802469135802469,0s_e,ev,2.1_,375,23.62038,71.41106
8.0,19.0,90,13.233333333333333,0s_e,ev,2.1_,376,23.62038,71.49069
9.0,18.0,81,13.975308641975309,0s_e,ev,2.1_,377,23.62038,71.57031
12.0,29.0,90,21.433333333333334,0s_e,ev,2.1_,378,23.62038,71.64994
24.0,33.0,81,28.419753086419753,0s_e,ev,2.1_,379,23.62038,71.72956
26.0,34.0,90,30.9,0s_e,ev,2.1_,380,23.62038,71.80919
31.0,44.0,81,37.67901234567901,0s_e,ev,2.1_,381,23.62038,71.88882
38.0,52.0,90,44.166666666666664,0s_e,ev,2.1_,382,23.62038,71.96844
45.0,56.0,90,50.922222222222224,0s_e,ev,2.1_,383,23.62038,72.04807
49.0,63.0,81,55.91358024691358,0s_e,ev,2.1_,384,23.62038,72.12769
57.0,71.0,90,64.57777777777778,0s_e,ev,2.1_,385,23.62038,72.20732
69.0,85.0,81,74.85185185185185,0s_e,ev,2.1_,386,23.62038,72.28694
77.0,96.0,90,86.23333333333333,0s_e,ev,2.1_,387,23.62038,72.36657
88.0,115.0,81,98.74074074074075,0s_e,ev,2.1_,388,23.62038,72.44619
104.0,120.0,90,110.37777777777778,0s_e,ev,2.1_,389,23.62038,72.52582
111.0,128.0,81,118.32098765432099,0s_e,ev,2.1_,390,23.62038,72.60544
121.0,135.0,90,127.23333333333333,0s_e,ev,2.1_,391,23.62038,72.68507
119.0,137.0,90,131.63333333333333,0s_e,ev,2.1_,392,23.62038,72.76469
102.0,143.0,81,126.18518518518519,0s_e,ev,2.1_,393,23.62038,72.84432
132.0,160.0,90,146.88888888888889,0s_e,ev,2.1_,394,23.62038,72.92394
138.0,199.0,81,153.60493827160494,0s_e,ev,2.1_,395,23.62038,73.00357
151.0,226.0,90,166.46666666666667,0s_e,ev,2.1_,396,23.62038,73.08319
156.0,295.0,81,200.14814814814815,0s_e,ev,2.1_,397,23.62038,73.16282
156.0,301.0,90,205.37777777777777,0s_e,ev,2.1_,398,23.62038,73.24244
161.0,282.0,81,182.85185185185185,0s_e,ev,2.1_,399,23.62038,73.32207
173.0,278.0,90,209.85555555555555,0s_e,ev,2.1_,400,23.62038,73.40169
178.0,225.0,90,201.0888888888889,0s_e,ev,2.1_,401,23.62038,73.48132
188.0,310.0,81,240.25925925925927,0s_e,ev,2.1_,402,23.62038,73.56094
199.0,298.0,90,242.25555555555556,0s_e,ev,2.1_,403,23.62038,73.64057
61.0,179.0,100,107.79,0s_e,ev,2.1_,404,23.53978,68.94269
58.0,213.0,90,103.57777777777778,0s_e,ev,2.1_,405,23.53978,69.02231
31.0,92.0,100,62.89,0s_e,ev,2.1_,406,23.53978,69.10194
6.0,103.0,100,48.94,0s_e,ev,2.1_,407,23.53978,69.18156
1.0,42.0,100,9.51,0s_e,ev,2.1_,408,23.53978,69.34081
4.0,38.0,90,9.811111111111112,0s_e,ev,2.1_,409,23.53978,69.42044
4.0,15.0,100,5.38,0s_e,ev,2.1_,410,23.53978,69.50006
4.0,7.0,90,4.677777777777778,0s_e,ev,2.1_,411,23.53978,69.57969
3.0,6.0,100,5.02,0s_e,ev,2.1_,412,23.53978,69.65931
4.0,8.0,90,5.633333333333334,0s_e,ev,2.1_,413,23.53978,69.73894
4.0,8.0,100,5.23,0s_e,ev,2.1_,414,23.53978,69.81856
1.0,5.0,100,2.46,0s_e,ev,2.1_,415,23.53978,70.21669
1.0,26.0,90,8.3,0s_e,ev,2.1_,416,23.53978,70.29631
5.0,102.0,100,33.39,0s_e,ev,2.1_,417,23.53978,70.37594
25.0,132.0,90,65.1,0s_e,ev,2.1_,418,23.53978,70.45556
40.0,172.0,100,81.47,0s_e,ev,2.1_,419,23.53978,70.53519
48.0,167.0,100,89.41,0s_e,ev,2.1_,420,23.53978,70.61481
67.0,131.0,90,98.18888888888888,0s_e,ev,2.1_,421,23.53978,70.69444
63.0,110.0,100,85.48,0s_e,ev,2.1_,422,23.53978,70.77406
40.0,103.0,90,67.05555555555556,0s_e,ev,2.1_,423,23.53978,70.85369
30.0,72.0,100,43.82,0s_e,ev,2.1_,424,23.53978,70.93331
4.0,34.0,90,22.177777777777777,0s_e,ev,2.1_,425,23.53978,71.01294
4.0,11.0,90,5.322222222222222,0s_e,ev,2.1_,426,23.53978,71.41106
5.0,13.0,100,7.41,0s_e,ev,2.1_,427,23.53978,71.49069
7.0,14.0,90,10.377777777777778,0s_e,ev,2.1_,428,23.53978,71.57031
13.0,26.0,100,19.13,0s_e,ev,2.1_,429,23.53978,71.64994
18.0,26.0,90,21.966666666666665,0s_e,ev,2.1_,430,23.53978,71.72956
24.0,34.0,100,28.59,0s_e,ev,2.1_,431,23.53978,71.80919
30.0,39.0,90,35.06666666666667,0s_e,ev,2.1_,432,23.53978,71.88882
33.0,45.0,100,38.09,0s_e,ev,2.1_,433,23.53978,71.96844
40.0,51.0,100,46.01,0s_e,ev,2.1_,434,23.53978,72.04807
48.0,59.0,90,52.955555555555556,0s_e,ev,2.1_,435,23.53978,72.12769
54.0,70.0,100,60.13,0s_e,ev,2.1_,436,23.53978,72.20732
64.0,85.0,90,70.56666666666666,0s_e,ev,2.1_,437,23.53978,72.28694
74.0,92.0,100,82.01,0s_e,ev,2.1_,438,23.53978,72.36657
88.0,111.0,90,95.92222222222222,0s_e,ev,2.1_,439,23.53978,72.44619
96.0,114.0,100,103.95,0s_e,ev,2.1_,440,23.53978,72.52582
105.0,120.0,90,112.75555555555556,0s_e,ev,2.1_,441,23.53978,72.60544
112.0,127.0,100,119.48,0s_e,ev,2.1_,442,23.53978,72.68507
85.0,130.0,100,121.85,0s_e,ev,2.1_,443,23.53978,72.76469
86.0,140.0,90,113.56666666666666,0s_e,ev,2.1_,444,23.53978,72.84432
105.0,142.0,100,132.26,0s_e,ev,2.1_,445,23.53978,72.92394
128.0,158.0,90,138.38888888888889,0s_e,ev,2.1_,446,23.53978,73.00357
140.0,186.0,100,157.5,0s_e,ev,2.1_,447,23.53978,73.08319
136.0,193.0,90,157.05555555555554,0s_e,ev,2.1_,448,23.53978,73.16282
141.0,218.0,100,157.74,0s_e,ev,2.1_,449,23.53978,73.24244
153.0,200.0,90,168.25555555555556,0s_e,ev,2.1_,450,23.53978,73.32207
154.0,219.0,100,176.83,0s_e,ev,2.1_,451,23.53978,73.40169
161.0,226.0,100,193.24,0s_e,ev,2.1_,452,23.53978,73.48132
164.0,203.0,90,180.66666666666666,0s_e,ev,2.1_,453,23.53978,73.56094
176.0,233.0,100,198.99,0s_e,ev,2.1_,454,23.53978,73.64057
11.0,67.0,100,40.95,0s_e,ev,2.1_,455,23.45918,68.62419
31.0,85.0,90,53.544444444444444,0s_e,ev,2.1_,456,23.45918,68.70381
40.0,114.0,100,63.75,0s_e,ev,2.1_,457,23.45918,68.94269
77.0,177.0,90,122.24444444444444,0s_e,ev,2.1_,458,23.45918,69.02231
67.0,163.0,100,112.78,0s_e,ev,2.1_,459,23.45918,69.10194
49.0,109.0,100,72.69,0s_e,ev,2.1_,460,23.45918,69.18156
21.0,290.0,100,79.19,0s_e,ev,2.1_,461,23.45918,69.34081
22.0,106.0,90,57.855555555555554,0s_e,ev,2.1_,462,23.45918,69.42044
8.0,118.0,100,33.58,0s_e,ev,2.1_,463,23.45918,69.50006
3.0,237.0,90,25.81111111111111,0s_e,ev,2.1_,464,23.45918,69.57969
4.0,25.0,100,9.93,0s_e,ev,2.1_,465,23.45918,69.65931
5.0,24.0,90,10.88888888888889,0s_e,ev,2.1_,466,23.45918,69.73894
4.0,8.0,100,6.02,0s_e,ev,2.1_,467,23.45918,69.81856
4.0,15.0,100,7.18,0s_e,ev,2.1_,468,23.45918,69.89819
2.0,9.0,90,5.644444444444445,0s_e,ev,2.1_,469,23.45918,69.97781
2.0,6.0,90,4.644444444444445,0s_e,ev,2.1_,470,23.45918,70.13706
-1.0,5.0,100,1.53,0s_e,ev,2.1_,471,23.45918,70.21669
0.0,30.0,90,11.766666666666667,0s_e,ev,2.1_,472,23.45918,70.29631
17.0,104.0,100,54.63,0s_e,ev,2.1_,473,23.45918,70.37594
72.0,138.0,90,103.85555555555555,0s_e,ev,2.1_,474,23.45918,70.45556
98.0,197.0,100,147.04,0s_e,ev,2.1_,475,23.45918,70.53519
107.0,189.0,100,144.39,0s_e,ev,2.1_,476,23.45918,70.61481
79.0,132.0,90,109.02222222222223,0s_e,ev,2.1_,477,23.45918,70.69444
38.0,105.0,100,73.42,0s_e,ev,2.1_,478,23.45918,70.77406
11.0,54.0,90,31.644444444444446,0s_e,ev,2.1_,479,23.45918,70.85369
3.0,39.0,100,17.44,0s_e,ev,2.1_,480,23.45918,70.93331
1.0,24.0,90,9.755555555555556,0s_e,ev,2.1_,481,23.45918,71.01294
4.0,10.0,100,5.66,0s_e,ev,2.1_,482,23.45918,71.49069
5.0,21.0,90,11.122222222222222,0s_e,ev,2.1_,483,23.45918,71.57031
9.0,21.0,100,15.24,0s_e,ev,2.1_,484,23.45918,71.64994
15.0,25.0,90,20.855555555555554,0s_e,ev,2.1_,485,23.45918,71.72956
21.0,31.0,100,24.67,0s_e,ev,2.1_,486,23.45918,71.80919
24.0,36.0,90,30.022222222222222,0s_e,ev,2.1_,487,23.45918,71.88882
31.0,39.0,100,35.39,0s_e,ev,2.1_,488,23.45918,71.96844
39.0,48.0,100,43.03,0s_e,ev,2.1_,489,23.45918,72.04807
47.0,55.0,90,50.62222222222222,0s_e,ev,2.1_,490,23.45918,72.12769
52.0,69.0,100,58.76,0s_e,ev,2.1_,491,23.45918,72.20732
61.0,75.0,90,69.4888888888889,0s_e,ev,2.1_,492,23.45918,72.28694
73.0,91.0,100,82.25,0s_e,ev,2.1_,493,23.45918,72.36657
85.0,97.0,90,90.7,0s_e,ev,2.1_,494,23.45918,72.44619
88.0,104.0,100,95.2,0s_e,ev,2.1_,495,23.45918,72.52582
95.0,111.0,90,102.53333333333333,0s_e,ev,2.1_,496,23.45918,72.60544
101.0,116.0,100,107.99,0s_e,ev,2.1_,497,23.45918,72.68507
84.0,122.0,100,110.16,0s_e,ev,2.1_,498,23.45918,72.76469
86.0,127.0,90,112.81111111111112,0s_e,ev,2.1_,499,23.45918,72.84432
112.0,133.0,100,122.43,0s_e,ev,2.1_,500,23.45918,72.92394
119.0,143.0,90,131.53333333333333,0s_e,ev,2.1_,501,23.45918,73.00357
113.0,146.0,100,127.7,0s_e,ev,2.1_,502,23.45918,73.08319
122.0,155.0,90,133.82222222222222,0s_e,ev,2.1_,503,23.45918,73.16282
122.0,156.0,100,138.76,0s_e,ev,2.1_,504,23.45918,73.24244
136.0,168.0,90,150.9777777777778,0s_e,ev,2.1_,505,23.45918,73.32207
149.0,186.0,100,167.96,0s_e,ev,2.1_,506,23.45918,73.40169
143.0,211.0,100,162.47,0s_e,ev,2.1_,507,23.45918,73.48132
156.0,205.0,90,178.74444444444444,0s_e,ev,2.1_,508,23.45918,73.56094
181.0,239.0,100,211.45,0s_e,ev,2.1_,509,23.45918,73.64057
169.0,233.0,90,196.7111111111111,0s_e,ev,2.1_,510,23.45918,73.72019
175.0,219.0,100,198.31,0s_e,ev,2.1_,511,23.45918,73.79982
156.0,220.0,90,185.57777777777778,0s_e,ev,2.1_,512,23.45918,73.87944
2.0,44.0,81,12.197530864197532,0s_e,ev,2.1_,513,23.37858,68.62419
4.0,38.0,81,19.493827160493826,0s_e,ev,2.1_,514,23.37858,68.70381
7.0,71.0,90,25.266666666666666,0s_e,ev,2.1_,515,23.37858,68.78344
18.0,54.0,81,34.160493827160494,0s_e,ev,2.1_,516,23.37858,68.86306
38.0,75.0,90,57.522222222222226,0s_e,ev,2.1_,517,23.37858,68.94269
58.0,122.0,81,83.61728395061728,0s_e,ev,2.1_,518,23.37858,69.02231
91.0,158.0,90,124.42222222222222,0s_e,ev,2.1_,519,23.37858,69.10194
86.0,155.0,90,115.3,0s_e,ev,2.1_,520,23.37858,69.18156
78.0,185.0,81,123.8395061728395,0s_e,ev,2.1_,521,23.37858,69.26119
76.0,148.0,90,102.73333333333333,0s_e,ev,2.1_,522,23.37858,69.34081
68.0,221.0,81,105.67901234567901,0s_e,ev,2.1_,523,23.37858,69.42044
42.0,155.0,90,91.66666666666667,0s_e,ev,2.1_,524,23.37858,69.50006
37.0,256.0,81,113.54320987654322,0s_e,ev,2.1_,525,23.37858,69.57969
15.0,112.0,90,56.62222222222222,0s_e,ev,2.1_,526,23.37858,69.65931
10.0,137.0,81,54.888888888888886,0s_e,ev,2.1_,527,23.37858,69.73894
7.0,244.0,90,93.92222222222222,0s_e,ev,2.1_,528,23.37858,69.81856
8.0,193.0,90,63.71111111111111,0s_e,ev,2.1_,529,23.37858,69.89819
9.0,138.0,81,47.407407407407405,0s_e,ev,2.1_,530,23.37858,69.97781
5.0,97.0,90,16.988888888888887,0s_e,ev,2.1_,531,23.37858,70.05744
2.0,29.0,81,11.728395061728396,0s_e,ev,2.1_,532,23.37858,70.13706
1.0,34.0,90,13.0,0s_e,ev,2.1_,533,23.37858,70.21669
3.0,34.0,81,15.37037037037037,0s_e,ev,2.1_,534,23.37858,70.29631
11.0,64.0,90,29.233333333333334,0s_e,ev,2.1_,535,23.37858,70.37594
31.0,124.0,81,64.92592592592592,0s_e,ev,2.1_,536,23.37858,70.45556
56.0,144.0,90,86.95555555555555,0s_e,ev,2.1_,537,23.37858,70.53519
50.0,116.0,90,86.77777777777777,0s_e,ev,2.1_,538,23.37858,70.61481
33.0,119.0,81,68.58024691358025,0s_e,ev,2.1_,539,23.37858,70.69444
11.0,72.0,90,38.87777777777778,0s_e,ev,2.1_,540,23.37858,70.77406
3.0,63.0,81,21.14814814814815,0s_e,ev,2.1_,541,23.37858,70.85369
0.0,28.0,90,5.088888888888889,0s_e,ev,2.1_,542,23.37858,70.93331
5.0,14.0,81,7.851851851851852,0s_e,ev,2.1_,543,23.37858,71.57031
6.0,22.0,90,16.0,0s_e,ev,2.1_,544,23.37858,71.64994
20.0,27.0,81,24.185185185185187,0s_e,ev,2.1_,545,23.37858,71.72956
23.0,31.0,90,27.244444444444444,0s_e,ev,2.1_,546,23.37858,71.80919
26.0,35.0,81,30.80246913580247,0s_e,ev,2.1_,547,23.37858,71.88882
29.0,38.0,90,33.9,0s_e,ev,2.1_,548,23.37858,71.96844
33.0,47.0,90,39.477777777777774,0s_e,ev,2.1_,549,23.37858,72.04807
41.0,53.0,81,47.074074074074076,0s_e,ev,2.1_,550,23.37858,72.12769
48.0,65.0,90,56.24444444444445,0s_e,ev,2.1_,551,23.37858,72.20732
56.0,75.0,81,64.25925925925925,0s_e,ev,2.1_,552,23.37858,72.28694
68.0,85.0,90,77.0111111111111,0s_e,ev,2.1_,553,23.37858,72.36657
76.0,88.0,81,82.45679012345678,0s_e,ev,2.1_,554,23.37858,72.44619
80.0,91.0,90,86.2,0s_e,ev,2.1_,555,23.37858,72.52582
84.0,100.0,81,92.72839506172839,0s_e,ev,2.1_,556,23.37858,72.60544
73.0,102.0,90,94.86666666666666,0s_e,ev,2.1_,557,23.37858,72.68507
76.0,107.0,90,95.36666666666666,0s_e,ev,2.1_,558,23.37858,72.76469
96.0,113.0,81,105.71604938271605,0s_e,ev,2.1_,559,23.37858,72.84432
99.0,125.0,90,111.58888888888889,0s_e,ev,2.1_,560,23.37858,72.92394
100.0,130.0,81,115.08641975308642,0s_e,ev,2.1_,561,23.37858,73.00357
106.0,127.0,90,116.22222222222223,0s_e,ev,2.1_,562,23.37858,73.08319
108.0,129.0,81,119.23456790123457,0s_e,ev,2.1_,563,23.37858,73.16282
119.0,160.0,90,136.55555555555554,0s_e,ev,2.1_,564,23.37858,73.24244
124.0,167.0,81,143.1358024691358,0s_e,ev,2.1_,565,23.37858,73.32207
129.0,199.0,90,153.01111111111112,0s_e,ev,2.1_,566,23.37858,73.40169
134.0,190.0,90,150.15555555555557,0s_e,ev,2.1_,567,23.37858,73.48132
138.0,186.0,81,159.39506172839506,0s_e,ev,2.1_,568,23.37858,73.56094
137.0,207.0,90,170.33333333333334,0s_e,ev,2.1_,569,23.37858,73.64057
124.0,206.0,81,168.2469135802469,0s_e,ev,2.1_,570,23.37858,73.72019
113.0,223.0,90,170.45555555555555,0s_e,ev,2.1_,571,23.37858,73.79982
113.0,203.0,81,140.03703703703704,0s_e,ev,2.1_,572,23.37858,73.87944
117.0,214.0,90,135.5,0s_e,ev,2.1_,573,23.37858,73.95907
2.0,11.0,84,3.9523809523809526,0s_e,ev,2.1_,574,23.29797,68.70381
5.0,25.0,99,14.080808080808081,0s_e,ev,2.1_,575,23.29797,68.78344
15.0,41.0,90,27.944444444444443,0s_e,ev,2.1_,576,23.29797,68.86306
27.0,55.0,100,44.42,0s_e,ev,2.1_,577,23.29797,68.94269
51.0,87.0,90,66.56666666666666,0s_e,ev,2.1_,578,23.29797,69.02231
74.0,128.0,100,100.28,0s_e,ev,2.1_,579,23.29797,69.10194
115.0,238.0,100,155.06,0s_e,ev,2.1_,580,23.29797,69.18156
124.0,225.0,90,174.83333333333334,0s_e,ev,2.1_,581,23.29797,69.26119
108.0,221.0,100,147.48,0s_e,ev,2.1_,582,23.29797,69.34081
98.0,176.0,90,130.3,0s_e,ev,2.1_,583,23.29797,69.42044
98.0,221.0,100,135.9,0s_e,ev,2.1_,584,23.29797,69.50006
77.0,170.0,90,120.38888888888889,0s_e,ev,2.1_,585,23.29797,69.57969
54.0,156.0,100,89.52,0s_e,ev,2.1_,586,23.29797,69.65931
52.0,117.0,90,82.05555555555556,0s_e,ev,2.1_,587,23.29797,69.73894
85.0,183.0,100,118.52,0s_e,ev,2.1_,588,23.29797,69.81856
87.0,144.0,100,113.27,0s_e,ev,2.1_,589,23.29797,69.89819
68.0,141.0,90,90.5,0s_e,ev,2.1_,590,23.29797,69.97781
43.0,90.0,100,59.8,0s_e,ev,2.1_,591,23.29797,70.05744
27.0,91.0,90,47.666666666666664,0s_e,ev,2.1_,592,23.29797,70.13706
32.0,72.0,100,53.07,0s_e,ev,2.1_,593,23.29797,70.21669
19.0,71.0,90,47.955555555555556,0s_e,ev,2.1_,594,23.29797,70.29631
8.0,52.0,100,25.93,0s_e,ev,2.1_,595,23.29797,70.37594
9.0,51.0,90,27.755555555555556,0s_e,ev,2.1_,596,23.29797,70.45556
25.0,63.0,100,43.73,0s_e,ev,2.1_,597,23.29797,70.53519
21.0,74.0,100,43.49,0s_e,ev,2.1_,598,23.29797,70.61481
6.0,44.0,90,24.033333333333335,0s_e,ev,2.1_,599,23.29797,70.69444
3.0,29.0,100,12.28,0s_e,ev,2.1_,600,23.29797,70.77406
3.0,5.0,90,3.588888888888889,0s_e,ev,2.1_,601,23.29797,70.85369
2.0,4.0,100,3.1,0s_e,ev,2.1_,602,23.29797,70.93331
4.0,24.0,90,7.644444444444445,0s_e,ev,2.1_,603,23.29797,71.57031
5.0,23.0,100,9.99,0s_e,ev,2.1_,604,23.29797,71.64994
10.0,25.0,90,17.766666666666666,0s_e,ev,2.1_,605,23.29797,71.72956
15.0,28.0,100,21.98,0s_e,ev,2.1_,606,23.29797,71.80919
18.0,28.0,90,23.366666666666667,0s_e,ev,2.1_,607,23.29797,71.88882
23.0,32.0,100,27.89,0s_e,ev,2.1_,608,23.29797,71.96844
29.0,40.0,100,34.47,0s_e,ev,2.1_,609,23.29797,72.04807
37.0,47.0,90,41.333333333333336,0s_e,ev,2.1_,610,23.29797,72.12769
42.0,65.0,100,49.56,0s_e,ev,2.1_,611,23.29797,72.20732
50.0,70.0,90,56.544444444444444,0s_e,ev,2.1_,612,23.29797,72.28694
56.0,79.0,100,68.1,0s_e,ev,2.1_,613,23.29797,72.36657
68.0,79.0,90,72.92222222222222,0s_e,ev,2.1_,614,23.29797,72.44619
70.0,92.0,100,78.34,0s_e,ev,2.1_,615,23.29797,72.52582
75.0,91.0,90,82.23333333333333,0s_e,ev,2.1_,616,23.29797,72.60544
65.0,91.0,100,82.59,0s_e,ev,2.1_,617,23.29797,72.68507
83.0,99.0,100,90.0,0s_e,ev,2.1_,618,23.29797,72.76469
86.0,103.0,90,94.85555555555555,0s_e,ev,2.1_,619,23.29797,72.84432
86.0,110.0,100,98.46,0s_e,ev,2.1_,620,23.29797,72.92394
85.0,110.0,90,99.58888888888889,0s_e,ev,2.1_,621,23.29797,73.00357
95.0,119.0,100,105.83,0s_e,ev,2.1_,622,23.29797,73.08319
99.0,129.0,90,112.83333333333333,0s_e,ev,2.1_,623,23.29797,73.16282
101.0,133.0,100,114.54,0s_e,ev,2.1_,624,23.29797,73.24244
107.0,136.0,90,119.44444444444444,0s_e,ev,2.1_,625,23.29797,73.32207
113.0,190.0,100,143.37,0s_e,ev,2.1_,626,23.29797,73.40169
129.0,185.0,100,152.29,0s_e,ev,2.1_,627,23.29797,73.48132
109.0,178.0,90,143.43333333333334,0s_e,ev,2.1_,628,23.29797,73.56094
97.0,175.0,100,122.49,0s_e,ev,2.1_,629,23.29797,73.64057
90.0,156.0,90,116.05555555555556,0s_e,ev,2.1_,630,23.29797,73.72019
91.0,188.0,100,122.74,0s_e,ev,2.1_,631,23.29797,73.79982
114.0,181.0,90,133.62222222222223,0s_e,ev,2.1_,632,23.29797,73.87944
119.0,248.0,100,175.37,0s_e,ev,2.1_,633,23.29797,73.95907
166.0,246.0,90,201.95555555555555,0s_e,ev,2.1_,634,23.29797,74.03869
208.0,304.0,100,260.43,0s_e,ev,2.1_,635,23.29797,74.11832
1.0,13.0,90,7.033333333333333,0s_e,ev,2.1_,636,23.21737,68.70381
9.0,26.0,100,16.3,0s_e,ev,2.1_,637,23.21737,68.78344
20.0,44.0,90,31.177777777777777,0s_e,ev,2.1_,638,23.21737,68.86306
31.0,69.0,100,46.66,0s_e,ev,2.1_,639,23.21737,68.94269
48.0,83.0,90,64.67777777777778,0s_e,ev,2.1_,640,23.21737,69.02231
68.0,113.0,100,84.94,0s_e,ev,2.1_,641,23.21737,69.10194
92.0,173.0,100,120.41,0s_e,ev,2.1_,642,23.21737,69.18156
127.0,221.0,90,167.96666666666667,0s_e,ev,2.1_,643,23.21737,69.26119
150.0,301.0,100,193.14,0s_e,ev,2.1_,644,23.21737,69.34081
149.0,260.0,90,178.92222222222222,0s_e,ev,2.1_,645,23.21737,69.42044
139.0,221.0,100,172.31,0s_e,ev,2.1_,646,23.21737,69.50006
103.0,181.0,90,134.9777777777778,0s_e,ev,2.1_,647,23.21737,69.57969
95.0,247.0,100,133.6,0s_e,ev,2.1_,648,23.21737,69.65931
92.0,213.0,90,128.48888888888888,0s_e,ev,2.1_,649,23.21737,69.73894
101.0,261.0,100,138.41,0s_e,ev,2.1_,650,23.21737,69.81856
99.0,153.0,100,118.2,0s_e,ev,2.1_,651,23.21737,69.89819
69.0,107.0,90,88.38888888888889,0s_e,ev,2.1_,652,23.21737,69.97781
44.0,82.0,100,62.3,0s_e,ev,2.1_,653,23.21737,70.05744
25.0,59.0,90,39.044444444444444,0s_e,ev,2.1_,654,23.21737,70.13706
5.0,44.0,100,20.45,0s_e,ev,2.1_,655,23.21737,70.21669
1.0,32.0,90,9.555555555555555,0s_e,ev,2.1_,656,23.21737,70.29631
1.0,16.0,100,5.6,0s_e,ev,2.1_,657,23.21737,70.37594
2.0,20.0,90,7.277777777777778,0s_e,ev,2.1_,658,23.21737,70.45556
1.0,31.0,100,15.91,0s_e,ev,2.1_,659,23.21737,70.53519
0.0,29.0,100,14.01,0s_e,ev,2.1_,660,23.21737,70.61481
-2.0,18.0,90,5.4222222222222225,0s_e,ev,2.1_,661,23.21737,70.69444
0.0,6.0,100,2.18,0s_e,ev,2.1_,662,23.21737,70.77406
1.0,4.0,100,2.58,0s_e,ev,2.1_,663,23.21737,70.93331
2.0,4.0,90,2.977777777777778,0s_e,ev,2.1_,664,23.21737,71.01294
2.0,9.0,100,3.73,0s_e,ev,2.1_,665,23.21737,71.09256
2.0,8.0,90,3.2666666666666666,0s_e,ev,2.1_,666,23.21737,71.17219
2.0,4.0,100,3.0,0s_e,ev,2.1_,667,23.21737,71.25181
2.0,5.0,100,3.52,0s_e,ev,2.1_,668,23.21737,71.33144
2.0,5.0,90,3.388888888888889,0s_e,ev,2.1_,669,23.21737,71.41106
4.0,10.0,100,5.33,0s_e,ev,2.1_,670,23.21737,71.64994
6.0,16.0,90,10.6,0s_e,ev,2.1_,671,23.21737,71.72956
9.0,20.0,100,14.1,0s_e,ev,2.1_,672,23.21737,71.80919
15.0,23.0,90,19.68888888888889,0s_e,ev,2.1_,673,23.21737,71.88882
