min,max,count,mean,year,month,type,index,lat,long
20.0,28.0,100,24.03,0s_e,ev,2.1_,674,23.21737,71.96844
25.0,35.0,100,29.55,0s_e,ev,2.1_,675,23.21737,72.04807
31.0,41.0,90,36.01111111111111,0s_e,ev,2.1_,676,23.21737,72.12769
36.0,49.0,100,42.08,0s_e,ev,2.1_,677,23.21737,72.20732
43.0,55.0,90,48.77777777777778,0s_e,ev,2.1_,678,23.21737,72.28694
47.0,70.0,100,55.82,0s_e,ev,2.1_,679,23.21737,72.36657
54.0,71.0,90,62.0,0s_e,ev,2.1_,680,23.21737,72.44619
59.0,75.0,100,68.28,0s_e,ev,2.1_,681,23.21737,72.52582
65.0,82.0,90,73.26666666666667,0s_e,ev,2.1_,682,23.21737,72.60544
59.0,85.0,100,75.21,0s_e,ev,2.1_,683,23.21737,72.68507
72.0,87.0,100,78.26,0s_e,ev,2.1_,684,23.21737,72.76469
75.0,90.0,90,82.55555555555556,0s_e,ev,2.1_,685,23.21737,72.84432
73.0,96.0,100,85.86,0s_e,ev,2.1_,686,23.21737,72.92394
69.0,98.0,90,90.47777777777777,0s_e,ev,2.1_,687,23.21737,73.00357
73.0,108.0,100,93.58,0s_e,ev,2.1_,688,23.21737,73.08319
90.0,105.0,90,97.26666666666667,0s_e,ev,2.1_,689,23.21737,73.16282
100.0,129.0,100,109.05,0s_e,ev,2.1_,690,23.21737,73.24244
112.0,151.0,90,128.83333333333334,0s_e,ev,2.1_,691,23.21737,73.32207
119.0,170.0,100,146.14,0s_e,ev,2.1_,692,23.21737,73.40169
94.0,169.0,100,120.2,0s_e,ev,2.1_,693,23.21737,73.48132
81.0,135.0,90,103.76666666666667,0s_e,ev,2.1_,694,23.21737,73.56094
84.0,125.0,100,99.01,0s_e,ev,2.1_,695,23.21737,73.64057
91.0,136.0,90,112.85555555555555,0s_e,ev,2.1_,696,23.21737,73.72019
104.0,157.0,100,126.63,0s_e,ev,2.1_,697,23.21737,73.79982
112.0,200.0,90,148.25555555555556,0s_e,ev,2.1_,698,23.21737,73.87944
142.0,210.0,100,168.52,0s_e,ev,2.1_,699,23.21737,73.95907
166.0,240.0,90,197.95555555555555,0s_e,ev,2.1_,700,23.21737,74.03869
199.0,306.0,100,258.08,0s_e,ev,2.1_,701,23.21737,74.11832
205.0,268.0,100,238.69,0s_e,ev,2.1_,702,23.21737,74.19794
214.0,310.0,90,250.33333333333334,0s_e,ev,2.1_,703,23.21737,74.27757
2.0,8.0,56,3.75,0s_e,ev,2.1_,704,23.13677,68.70381
3.0,16.0,90,7.911111111111111,0s_e,ev,2.1_,705,23.13677,68.78344
11.0,29.0,81,19.604938271604937,0s_e,ev,2.1_,706,23.13677,68.86306
25.0,46.0,90,35.6,0s_e,ev,2.1_,707,23.13677,68.94269
44.0,71.0,81,55.333333333333336,0s_e,ev,2.1_,708,23.13677,69.02231
54.0,150.0,90,87.4888888888889,0s_e,ev,2.1_,709,23.13677,69.10194
88.0,160.0,90,113.71111111111111,0s_e,ev,2.1_,710,23.13677,69.18156
122.0,212.0,81,156.69135802469137,0s_e,ev,2.1_,711,23.13677,69.26119
126.0,236.0,90,162.6888888888889,0s_e,ev,2.1_,712,23.13677,69.34081
119.0,221.0,81,156.19753086419752,0s_e,ev,2.1_,713,23.13677,69.42044
132.0,259.0,90,180.74444444444444,0s_e,ev,2.1_,714,23.13677,69.50006
133.0,220.0,81,169.62962962962962,0s_e,ev,2.1_,715,23.13677,69.57969
154.0,257.0,90,196.6,0s_e,ev,2.1_,716,23.13677,69.65931
131.0,228.0,81,165.07407407407408,0s_e,ev,2.1_,717,23.13677,69.73894
134.0,233.0,90,171.4,0s_e,ev,2.1_,718,23.13677,69.81856
88.0,164.0,90,118.02222222222223,0s_e,ev,2.1_,719,23.13677,69.89819
69.0,107.0,81,86.71604938271605,0s_e,ev,2.1_,720,23.13677,69.97781
30.0,75.0,90,50.022222222222226,0s_e,ev,2.1_,721,23.13677,70.05744
11.0,38.0,81,24.962962962962962,0s_e,ev,2.1_,722,23.13677,70.13706
1.0,21.0,90,7.644444444444445,0s_e,ev,2.1_,723,23.13677,70.21669
1.0,7.0,81,5.1234567901234565,0s_e,ev,2.1_,724,23.13677,70.45556
0.0,7.0,90,4.0,0s_e,ev,2.1_,725,23.13677,70.53519
0.0,7.0,90,3.688888888888889,0s_e,ev,2.1_,726,23.13677,70.61481
-3.0,5.0,81,1.9259259259259258,0s_e,ev,2.1_,727,23.13677,70.69444
0.0,7.0,90,2.7333333333333334,0s_e,ev,2.1_,728,23.13677,70.77406
-4.0,9.0,81,1.5185185185185186,0s_e,ev,2.1_,729,23.13677,70.85369
1.0,14.0,90,6.588888888888889,0s_e,ev,2.1_,730,23.13677,70.93331
3.0,22.0,81,11.444444444444445,0s_e,ev,2.1_,731,23.13677,71.01294
5.0,26.0,90,15.677777777777777,0s_e,ev,2.1_,732,23.13677,71.09256
7.0,20.0,81,12.728395061728396,0s_e,ev,2.1_,733,23.13677,71.17219
3.0,20.0,90,8.533333333333333,0s_e,ev,2.1_,734,23.13677,71.25181
2.0,26.0,90,12.522222222222222,0s_e,ev,2.1_,735,23.13677,71.33144
2.0,19.0,81,7.753086419753086,0s_e,ev,2.1_,736,23.13677,71.41106
3.0,17.0,90,8.233333333333333,0s_e,ev,2.1_,737,23.13677,71.49069
3.0,16.0,81,7.209876543209877,0s_e,ev,2.1_,738,23.13677,71.57031
4.0,12.0,90,6.9,0s_e,ev,2.1_,739,23.13677,71.64994
4.0,12.0,81,6.567901234567901,0s_e,ev,2.1_,740,23.13677,71.72956
5.0,14.0,90,10.011111111111111,0s_e,ev,2.1_,741,23.13677,71.80919
13.0,22.0,81,18.02469135802469,0s_e,ev,2.1_,742,23.13677,71.88882
19.0,26.0,90,22.7,0s_e,ev,2.1_,743,23.13677,71.96844
25.0,31.0,90,26.988888888888887,0s_e,ev,2.1_,744,23.13677,72.04807
27.0,35.0,81,30.48148148148148,0s_e,ev,2.1_,745,23.13677,72.12769
32.0,42.0,90,35.31111111111111,0s_e,ev,2.1_,746,23.13677,72.20732
35.0,47.0,81,41.71604938271605,0s_e,ev,2.1_,747,23.13677,72.28694
43.0,61.0,90,48.12222222222222,0s_e,ev,2.1_,748,23.13677,72.36657
48.0,61.0,81,52.629629629629626,0s_e,ev,2.1_,749,23.13677,72.44619
53.0,67.0,90,59.455555555555556,0s_e,ev,2.1_,750,23.13677,72.52582
57.0,69.0,81,63.60493827160494,0s_e,ev,2.1_,751,23.13677,72.60544
51.0,72.0,90,63.833333333333336,0s_e,ev,2.1_,752,23.13677,72.68507
63.0,75.0,90,68.93333333333334,0s_e,ev,2.1_,753,23.13677,72.76469
63.0,79.0,81,70.9753086419753,0s_e,ev,2.1_,754,23.13677,72.84432
64.0,85.0,90,77.6,0s_e,ev,2.1_,755,23.13677,72.92394
60.0,88.0,81,77.17283950617283,0s_e,ev,2.1_,756,23.13677,73.00357
71.0,94.0,90,85.81111111111112,0s_e,ev,2.1_,757,23.13677,73.08319
84.0,106.0,81,94.64197530864197,0s_e,ev,2.1_,758,23.13677,73.16282
99.0,130.0,90,113.74444444444444,0s_e,ev,2.1_,759,23.13677,73.24244
121.0,157.0,81,137.14814814814815,0s_e,ev,2.1_,760,23.13677,73.32207
95.0,166.0,90,134.4777777777778,0s_e,ev,2.1_,761,23.13677,73.40169
89.0,123.0,90,103.76666666666667,0s_e,ev,2.1_,762,23.13677,73.48132
73.0,107.0,81,87.8395061728395,0s_e,ev,2.1_,763,23.13677,73.56094
81.0,190.0,90,106.64444444444445,0s_e,ev,2.1_,764,23.13677,73.64057
103.0,209.0,81,133.71604938271605,0s_e,ev,2.1_,765,23.13677,73.72019
125.0,215.0,90,157.93333333333334,0s_e,ev,2.1_,766,23.13677,73.79982
143.0,231.0,81,176.88888888888889,0s_e,ev,2.1_,767,23.13677,73.87944
148.0,215.0,90,182.12222222222223,0s_e,ev,2.1_,768,23.13677,73.95907
177.0,257.0,81,210.59259259259258,0s_e,ev,2.1_,769,23.13677,74.03869
223.0,323.0,90,269.6666666666667,0s_e,ev,2.1_,770,23.13677,74.11832
227.0,276.0,90,249.5222222222222,0s_e,ev,2.1_,771,23.13677,74.19794
214.0,260.0,81,238.58024691358025,0s_e,ev,2.1_,772,23.13677,74.27757
247.0,362.0,90,291.55555555555554,0s_e,ev,2.1_,773,23.13677,74.35719
2.0,10.0,34,5.294117647058823,0s_e,ev,2.1_,774,23.05617,68.78344
3.0,23.0,75,11.826666666666666,0s_e,ev,2.1_,775,23.05617,68.86306
5.0,44.0,100,24.65,0s_e,ev,2.1_,776,23.05617,68.94269
17.0,50.0,90,32.077777777777776,0s_e,ev,2.1_,777,23.05617,69.02231
29.0,102.0,100,51.82,0s_e,ev,2.1_,778,23.05617,69.10194
46.0,152.0,100,91.19,0s_e,ev,2.1_,779,23.05617,69.18156
70.0,140.0,90,102.64444444444445,0s_e,ev,2.1_,780,23.05617,69.26119
75.0,136.0,100,105.56,0s_e,ev,2.1_,781,23.05617,69.34081
80.0,142.0,90,108.87777777777778,0s_e,ev,2.1_,782,23.05617,69.42044
82.0,176.0,100,125.69,0s_e,ev,2.1_,783,23.05617,69.50006
81.0,178.0,90,117.65555555555555,0s_e,ev,2.1_,784,23.05617,69.57969
84.0,216.0,100,129.2,0s_e,ev,2.1_,785,23.05617,69.65931
85.0,188.0,90,124.54444444444445,0s_e,ev,2.1_,786,23.05617,69.73894
68.0,186.0,100,112.02,0s_e,ev,2.1_,787,23.05617,69.81856
53.0,142.0,100,84.82,0s_e,ev,2.1_,788,23.05617,69.89819
39.0,109.0,90,70.9,0s_e,ev,2.1_,789,23.05617,69.97781
19.0,68.0,100,40.46,0s_e,ev,2.1_,790,23.05617,70.05744
0.0,7.0,100,3.72,0s_e,ev,2.1_,791,23.05617,70.53519
1.0,12.0,100,4.52,0s_e,ev,2.1_,792,23.05617,70.61481
1.0,15.0,90,8.78888888888889,0s_e,ev,2.1_,793,23.05617,70.69444
5.0,17.0,100,10.37,0s_e,ev,2.1_,794,23.05617,70.77406
2.0,21.0,90,11.233333333333333,0s_e,ev,2.1_,795,23.05617,70.85369
6.0,33.0,100,19.05,0s_e,ev,2.1_,796,23.05617,70.93331
17.0,38.0,90,27.0,0s_e,ev,2.1_,797,23.05617,71.01294
21.0,46.0,100,29.78,0s_e,ev,2.1_,798,23.05617,71.09256
16.0,46.0,90,27.555555555555557,0s_e,ev,2.1_,799,23.05617,71.17219
16.0,54.0,100,31.73,0s_e,ev,2.1_,800,23.05617,71.25181
21.0,59.0,100,38.94,0s_e,ev,2.1_,801,23.05617,71.33144
17.0,55.0,90,36.91111111111111,0s_e,ev,2.1_,802,23.05617,71.41106
17.0,56.0,100,33.1,0s_e,ev,2.1_,803,23.05617,71.49069
11.0,49.0,90,22.91111111111111,0s_e,ev,2.1_,804,23.05617,71.57031
13.0,34.0,100,21.49,0s_e,ev,2.1_,805,23.05617,71.64994
11.0,36.0,90,25.8,0s_e,ev,2.1_,806,23.05617,71.72956
8.0,31.0,100,19.25,0s_e,ev,2.1_,807,23.05617,71.80919
10.0,18.0,90,14.522222222222222,0s_e,ev,2.1_,808,23.05617,71.88882
15.0,24.0,100,20.17,0s_e,ev,2.1_,809,23.05617,71.96844
21.0,26.0,100,23.83,0s_e,ev,2.1_,810,23.05617,72.04807
23.0,31.0,90,27.177777777777777,0s_e,ev,2.1_,811,23.05617,72.12769
26.0,35.0,100,30.2,0s_e,ev,2.1_,812,23.05617,72.20732
30.0,41.0,90,33.55555555555556,0s_e,ev,2.1_,813,23.05617,72.28694
34.0,48.0,100,41.31,0s_e,ev,2.1_,814,23.05617,72.36657
40.0,54.0,90,46.977777777777774,0s_e,ev,2.1_,815,23.05617,72.44619
46.0,60.0,100,52.55,0s_e,ev,2.1_,816,23.05617,72.52582
45.0,60.0,90,53.855555555555554,0s_e,ev,2.1_,817,23.05617,72.60544
52.0,65.0,100,57.03,0s_e,ev,2.1_,818,23.05617,72.68507
53.0,64.0,100,59.0,0s_e,ev,2.1_,819,23.05617,72.76469
54.0,69.0,90,62.46666666666667,0s_e,ev,2.1_,820,23.05617,72.84432
54.0,78.0,100,67.29,0s_e,ev,2.1_,821,23.05617,72.92394
67.0,85.0,90,77.03333333333333,0s_e,ev,2.1_,822,23.05617,73.00357
69.0,92.0,100,80.53,0s_e,ev,2.1_,823,23.05617,73.08319
82.0,110.0,90,93.87777777777778,0s_e,ev,2.1_,824,23.05617,73.16282
94.0,123.0,100,109.68,0s_e,ev,2.1_,825,23.05617,73.24244
83.0,131.0,90,107.78888888888889,0s_e,ev,2.1_,826,23.05617,73.32207
70.0,136.0,100,92.08,0s_e,ev,2.1_,827,23.05617,73.40169
70.0,130.0,100,86.83,0s_e,ev,2.1_,828,23.05617,73.48132
72.0,152.0,90,105.03333333333333,0s_e,ev,2.1_,829,23.05617,73.56094
78.0,203.0,100,125.92,0s_e,ev,2.1_,830,23.05617,73.64057
91.0,224.0,90,140.48888888888888,0s_e,ev,2.1_,831,23.05617,73.72019
113.0,206.0,100,141.48,0s_e,ev,2.1_,832,23.05617,73.79982
135.0,223.0,90,171.37777777777777,0s_e,ev,2.1_,833,23.05617,73.87944
179.0,247.0,100,213.45,0s_e,ev,2.1_,834,23.05617,73.95907
217.0,358.0,90,292.0888888888889,0s_e,ev,2.1_,835,23.05617,74.03869
260.0,330.0,100,291.16,0s_e,ev,2.1_,836,23.05617,74.11832
242.0,296.0,100,269.42,0s_e,ev,2.1_,837,23.05617,74.19794
227.0,275.0,90,252.61111111111111,0s_e,ev,2.1_,838,23.05617,74.27757
232.0,296.0,100,264.6,0s_e,ev,2.1_,839,23.05617,74.35719
4.0,4.0,1,4.0,0s_e,ev,2.1_,840,22.97557,68.86306
3.0,18.0,41,8.341463414634147,0s_e,ev,2.1_,841,22.97557,68.94269
2.0,24.0,81,10.25925925925926,0s_e,ev,2.1_,842,22.97557,69.02231
6.0,43.0,100,22.39,0s_e,ev,2.1_,843,22.97557,69.10194
24.0,60.0,100,40.83,0s_e,ev,2.1_,844,22.97557,69.18156
30.0,77.0,90,52.044444444444444,0s_e,ev,2.1_,845,22.97557,69.26119
42.0,98.0,100,61.77,0s_e,ev,2.1_,846,22.97557,69.34081
37.0,96.0,90,59.98888888888889,0s_e,ev,2.1_,847,22.97557,69.42044
52.0,91.0,100,69.98,0s_e,ev,2.1_,848,22.97557,69.50006
47.0,91.0,90,70.41111111111111,0s_e,ev,2.1_,849,22.97557,69.57969
40.0,96.0,100,64.42,0s_e,ev,2.1_,850,22.97557,69.65931
42.0,92.0,90,64.21111111111111,0s_e,ev,2.1_,851,22.97557,69.73894
28.0,82.0,100,51.25,0s_e,ev,2.1_,852,22.97557,69.81856
19.0,64.0,100,40.87,0s_e,ev,2.1_,853,22.97557,69.89819
13.0,49.0,90,29.1,0s_e,ev,2.1_,854,22.97557,69.97781
4.0,34.0,99,14.94949494949495,0s_e,ev,2.1_,855,22.97557,70.05744
-1.0,8.0,100,3.71,0s_e,ev,2.1_,856,22.97557,70.53519
3.0,17.0,100,10.54,0s_e,ev,2.1_,857,22.97557,70.61481
13.0,25.0,90,18.77777777777778,0s_e,ev,2.1_,858,22.97557,70.69444
12.0,33.0,100,21.89,0s_e,ev,2.1_,859,22.97557,70.77406
17.0,40.0,90,26.866666666666667,0s_e,ev,2.1_,860,22.97557,70.85369
24.0,48.0,100,37.18,0s_e,ev,2.1_,861,22.97557,70.93331
36.0,65.0,90,48.422222222222224,0s_e,ev,2.1_,862,22.97557,71.01294
31.0,66.0,100,47.89,0s_e,ev,2.1_,863,22.97557,71.09256
40.0,76.0,90,57.56666666666667,0s_e,ev,2.1_,864,22.97557,71.17219
39.0,64.0,100,51.86,0s_e,ev,2.1_,865,22.97557,71.25181
46.0,77.0,100,62.24,0s_e,ev,2.1_,866,22.97557,71.33144
51.0,75.0,90,61.477777777777774,0s_e,ev,2.1_,867,22.97557,71.41106
40.0,79.0,100,59.09,0s_e,ev,2.1_,868,22.97557,71.49069
31.0,65.0,90,50.044444444444444,0s_e,ev,2.1_,869,22.97557,71.57031
30.0,56.0,100,43.91,0s_e,ev,2.1_,870,22.97557,71.64994
32.0,48.0,90,39.74444444444445,0s_e,ev,2.1_,871,22.97557,71.72956
20.0,37.0,100,28.46,0s_e,ev,2.1_,872,22.97557,71.80919
14.0,24.0,90,17.544444444444444,0s_e,ev,2.1_,873,22.97557,71.88882
12.0,21.0,100,16.52,0s_e,ev,2.1_,874,22.97557,71.96844
18.0,23.0,100,20.8,0s_e,ev,2.1_,875,22.97557,72.04807
19.0,25.0,90,21.622222222222224,0s_e,ev,2.1_,876,22.97557,72.12769
20.0,29.0,100,24.13,0s_e,ev,2.1_,877,22.97557,72.20732
23.0,32.0,90,27.544444444444444,0s_e,ev,2.1_,878,22.97557,72.28694
25.0,41.0,100,32.7,0s_e,ev,2.1_,879,22.97557,72.36657
29.0,45.0,90,36.86666666666667,0s_e,ev,2.1_,880,22.97557,72.44619
33.0,51.0,100,40.65,0s_e,ev,2.1_,881,22.97557,72.52582
39.0,52.0,90,45.67777777777778,0s_e,ev,2.1_,882,22.97557,72.60544
42.0,53.0,100,47.83,0s_e,ev,2.1_,883,22.97557,72.68507
44.0,56.0,100,50.04,0s_e,ev,2.1_,884,22.97557,72.76469
44.0,61.0,90,54.455555555555556,0s_e,ev,2.1_,885,22.97557,72.84432
45.0,68.0,100,59.85,0s_e,ev,2.1_,886,22.97557,72.92394
59.0,75.0,90,67.86666666666666,0s_e,ev,2.1_,887,22.97557,73.00357
61.0,88.0,100,73.2,0s_e,ev,2.1_,888,22.97557,73.08319
76.0,109.0,90,91.78888888888889,0s_e,ev,2.1_,889,22.97557,73.16282
74.0,119.0,100,89.73,0s_e,ev,2.1_,890,22.97557,73.24244
75.0,113.0,90,91.71111111111111,0s_e,ev,2.1_,891,22.97557,73.32207
59.0,103.0,100,79.33,0s_e,ev,2.1_,892,22.97557,73.40169
66.0,102.0,100,81.28,0s_e,ev,2.1_,893,22.97557,73.48132
90.0,136.0,90,108.73333333333333,0s_e,ev,2.1_,894,22.97557,73.56094
117.0,187.0,100,143.19,0s_e,ev,2.1_,895,22.97557,73.64057
117.0,166.0,90,144.14444444444445,0s_e,ev,2.1_,896,22.97557,73.72019
115.0,156.0,100,133.81,0s_e,ev,2.1_,897,22.97557,73.79982
134.0,217.0,90,164.34444444444443,0s_e,ev,2.1_,898,22.97557,73.87944
177.0,289.0,100,219.21,0s_e,ev,2.1_,899,22.97557,73.95907
233.0,386.0,90,319.93333333333334,0s_e,ev,2.1_,900,22.97557,74.03869
270.0,333.0,100,301.29,0s_e,ev,2.1_,901,22.97557,74.11832
269.0,339.0,100,299.64,0s_e,ev,2.1_,902,22.97557,74.19794
257.0,313.0,90,283.2888888888889,0s_e,ev,2.1_,903,22.97557,74.27757
3.0,4.0,2,3.5,0s_e,ev,2.1_,904,22.89497,69.02231
2.0,19.0,47,7.723404255319149,0s_e,ev,2.1_,905,22.89497,69.10194
5.0,33.0,88,15.704545454545455,0s_e,ev,2.1_,906,22.89497,69.18156
10.0,36.0,81,23.506172839506174,0s_e,ev,2.1_,907,22.89497,69.26119
10.0,42.0,90,25.122222222222224,0s_e,ev,2.1_,908,22.89497,69.34081
18.0,46.0,81,30.17283950617284,0s_e,ev,2.1_,909,22.89497,69.42044
17.0,54.0,90,34.34444444444444,0s_e,ev,2.1_,910,22.89497,69.50006
22.0,61.0,81,37.839506172839506,0s_e,ev,2.1_,911,22.89497,69.57969
18.0,54.0,90,33.833333333333336,0s_e,ev,2.1_,912,22.89497,69.65931
14.0,50.0,81,32.39506172839506,0s_e,ev,2.1_,913,22.89497,69.73894
3.0,38.0,88,19.772727272727273,0s_e,ev,2.1_,914,22.89497,69.81856
4.0,23.0,70,11.685714285714285,0s_e,ev,2.1_,915,22.89497,69.89819
2.0,18.0,39,8.179487179487179,0s_e,ev,2.1_,916,22.89497,69.97781
1.0,8.0,35,4.857142857142857,0s_e,ev,2.1_,917,22.89497,70.05744
1.0,6.0,81,2.6049382716049383,0s_e,ev,2.1_,918,22.89497,70.45556
2.0,11.0,90,6.455555555555556,0s_e,ev,2.1_,919,22.89497,70.53519
10.0,25.0,90,17.133333333333333,0s_e,ev,2.1_,920,22.89497,70.61481
19.0,39.0,81,28.037037037037038,0s_e,ev,2.1_,921,22.89497,70.69444
23.0,40.0,90,31.92222222222222,0s_e,ev,2.1_,922,22.89497,70.77406
29.0,57.0,81,42.358024691358025,0s_e,ev,2.1_,923,22.89497,70.85369
43.0,74.0,90,57.43333333333333,0s_e,ev,2.1_,924,22.89497,70.93331
49.0,84.0,81,68.0246913580247,0s_e,ev,2.1_,925,22.89497,71.01294
49.0,89.0,90,67.25555555555556,0s_e,ev,2.1_,926,22.89497,71.09256
54.0,79.0,81,68.82716049382717,0s_e,ev,2.1_,927,22.89497,71.17219
60.0,86.0,90,73.9888888888889,0s_e,ev,2.1_,928,22.89497,71.25181
63.0,98.0,90,80.3,0s_e,ev,2.1_,929,22.89497,71.33144
68.0,101.0,81,81.61728395061728,0s_e,ev,2.1_,930,22.89497,71.41106
66.0,100.0,90,83.26666666666667,0s_e,ev,2.1_,931,22.89497,71.49069
57.0,84.0,81,69.53086419753086,0s_e,ev,2.1_,932,22.89497,71.57031
50.0,68.0,90,58.44444444444444,0s_e,ev,2.1_,933,22.89497,71.64994
38.0,54.0,81,46.925925925925924,0s_e,ev,2.1_,934,22.89497,71.72956
27.0,43.0,90,33.888888888888886,0s_e,ev,2.1_,935,22.89497,71.80919
14.0,27.0,81,19.901234567901234,0s_e,ev,2.1_,936,22.89497,71.88882
9.0,17.0,90,13.122222222222222,0s_e,ev,2.1_,937,22.89497,71.96844
9.0,20.0,90,15.78888888888889,0s_e,ev,2.1_,938,22.89497,72.04807
15.0,20.0,81,17.22222222222222,0s_e,ev,2.1_,939,22.89497,72.12769
17.0,22.0,90,19.58888888888889,0s_e,ev,2.1_,940,22.89497,72.20732
16.0,25.0,81,20.185185185185187,0s_e,ev,2.1_,941,22.89497,72.28694
20.0,30.0,90,24.455555555555556,0s_e,ev,2.1_,942,22.89497,72.36657
25.0,34.0,81,30.08641975308642,0s_e,ev,2.1_,943,22.89497,72.44619
29.0,48.0,90,34.666666666666664,0s_e,ev,2.1_,944,22.89497,72.52582
31.0,42.0,81,35.839506172839506,0s_e,ev,2.1_,945,22.89497,72.60544
32.0,49.0,90,38.922222222222224,0s_e,ev,2.1_,946,22.89497,72.68507
34.0,50.0,90,42.166666666666664,0s_e,ev,2.1_,947,22.89497,72.76469
37.0,52.0,81,44.91358024691358,0s_e,ev,2.1_,948,22.89497,72.84432
46.0,61.0,90,53.31111111111111,0s_e,ev,2.1_,949,22.89497,72.92394
50.0,63.0,81,57.55555555555556,0s_e,ev,2.1_,950,22.89497,73.00357
53.0,78.0,90,64.31111111111112,0s_e,ev,2.1_,951,22.89497,73.08319
63.0,91.0,81,76.80246913580247,0s_e,ev,2.1_,952,22.89497,73.16282
63.0,85.0,90,69.94444444444444,0s_e,ev,2.1_,953,22.89497,73.24244
65.0,87.0,81,73.95061728395062,0s_e,ev,2.1_,954,22.89497,73.32207
53.0,85.0,90,69.62222222222222,0s_e,ev,2.1_,955,22.89497,73.40169
76.0,110.0,90,91.92222222222222,0s_e,ev,2.1_,956,22.89497,73.48132
93.0,122.0,81,106.45679012345678,0s_e,ev,2.1_,957,22.89497,73.56094
114.0,187.0,90,132.84444444444443,0s_e,ev,2.1_,958,22.89497,73.64057
138.0,182.0,81,164.2716049382716,0s_e,ev,2.1_,959,22.89497,73.72019
132.0,165.0,90,148.96666666666667,0s_e,ev,2.1_,960,22.89497,73.79982
142.0,234.0,81,176.22222222222223,0s_e,ev,2.1_,961,22.89497,73.87944
168.0,249.0,90,194.5222222222222,0s_e,ev,2.1_,962,22.89497,73.95907
194.0,353.0,81,250.33333333333334,0s_e,ev,2.1_,963,22.89497,74.03869
249.0,364.0,90,316.7888888888889,0s_e,ev,2.1_,964,22.89497,74.11832
286.0,369.0,90,330.2888888888889,0s_e,ev,2.1_,965,22.89497,74.19794
279.0,336.0,81,302.81481481481484,0s_e,ev,2.1_,966,22.89497,74.27757
256.0,298.0,90,281.6111111111111,0s_e,ev,2.1_,967,22.89497,74.35719
259.0,301.0,81,278.7901234567901,0s_e,ev,2.1_,968,22.89497,74.43682
,,0,,0s_e,ev,2.1_,969,22.81437,69.10194
3.0,9.0,14,6.142857142857143,0s_e,ev,2.1_,970,22.81437,69.18156
5.0,13.0,31,8.903225806451612,0s_e,ev,2.1_,971,22.81437,69.26119
2.0,14.0,39,8.58974358974359,0s_e,ev,2.1_,972,22.81437,69.34081
1.0,18.0,66,9.287878787878787,0s_e,ev,2.1_,973,22.81437,69.42044
1.0,21.0,88,8.5,0s_e,ev,2.1_,974,22.81437,69.50006
2.0,21.0,88,8.159090909090908,0s_e,ev,2.1_,975,22.81437,69.57969
2.0,21.0,99,8.555555555555555,0s_e,ev,2.1_,976,22.81437,69.65931
2.0,20.0,69,8.492753623188406,0s_e,ev,2.1_,977,22.81437,69.73894
3.0,10.0,9,5.777777777777778,0s_e,ev,2.1_,978,22.81437,69.81856
1.0,7.0,95,3.8842105263157896,0s_e,ev,2.1_,979,22.81437,70.37594
2.0,13.0,90,6.522222222222222,0s_e,ev,2.1_,980,22.81437,70.45556
6.0,20.0,100,12.34,0s_e,ev,2.1_,981,22.81437,70.53519
11.0,41.0,100,23.65,0s_e,ev,2.1_,982,22.81437,70.61481
26.0,47.0,90,36.78888888888889,0s_e,ev,2.1_,983,22.81437,70.69444
37.0,57.0,100,47.84,0s_e,ev,2.1_,984,22.81437,70.77406
31.0,67.0,90,50.477777777777774,0s_e,ev,2.1_,985,22.81437,70.85369
56.0,103.0,100,76.75,0s_e,ev,2.1_,986,22.81437,70.93331
73.0,111.0,90,89.75555555555556,0s_e,ev,2.1_,987,22.81437,71.01294
66.0,106.0,100,89.38,0s_e,ev,2.1_,988,22.81437,71.09256
64.0,95.0,90,78.64444444444445,0s_e,ev,2.1_,989,22.81437,71.17219
73.0,98.0,100,85.82,0s_e,ev,2.1_,990,22.81437,71.25181
84.0,122.0,100,103.65,0s_e,ev,2.1_,991,22.81437,71.33144
86.0,120.0,90,99.9888888888889,0s_e,ev,2.1_,992,22.81437,71.41106
85.0,107.0,100,95.49,0s_e,ev,2.1_,993,22.81437,71.49069
69.0,91.0,90,79.06666666666666,0s_e,ev,2.1_,994,22.81437,71.57031
56.0,75.0,100,66.17,0s_e,ev,2.1_,995,22.81437,71.64994
44.0,62.0,90,51.93333333333333,0s_e,ev,2.1_,996,22.81437,71.72956
28.0,45.0,100,36.6,0s_e,ev,2.1_,997,22.81437,71.80919
15.0,29.0,90,22.477777777777778,0s_e,ev,2.1_,998,22.81437,71.88882
5.0,17.0,100,11.98,0s_e,ev,2.1_,999,22.81437,71.96844
5.0,14.0,100,9.44,0s_e,ev,2.1_,1000,22.81437,72.04807
10.0,18.0,90,13.233333333333333,0s_e,ev,2.1_,1001,22.81437,72.12769
14.0,21.0,100,16.93,0s_e,ev,2.1_,1002,22.81437,72.20732
15.0,23.0,90,17.81111111111111,0s_e,ev,2.1_,1003,22.81437,72.28694
19.0,29.0,100,23.42,0s_e,ev,2.1_,1004,22.81437,72.36657
22.0,31.0,90,27.266666666666666,0s_e,ev,2.1_,1005,22.81437,72.44619
23.0,36.0,100,27.77,0s_e,ev,2.1_,1006,22.81437,72.52582
23.0,33.0,90,28.27777777777778,0s_e,ev,2.1_,1007,22.81437,72.60544
25.0,35.0,100,30.17,0s_e,ev,2.1_,1008,22.81437,72.68507
27.0,41.0,100,33.47,0s_e,ev,2.1_,1009,22.81437,72.76469
